organization,project_name,location,recording_date,longitude,latitude,method,status,observer,species_code,species_common_name,species_class,individual_appearance_order,tag_start_s,vocalization,abundance,species_comments,is_verified,observer_id
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 03:09:00,-110.046460,58.930590,180s 1SPT,Transcribed,Chris Chutter,TEWA,Tennessee Warbler,Aves,2,1.80,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 03:09:00,-110.046460,58.930590,180s 1SPT,Transcribed,Chris Chutter,TEWA,Tennessee Warbler,Aves,3,13.63,Call,1,,false,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 03:09:00,-110.046460,58.930590,180s 1SPT,Transcribed,Chris Chutter,TEWA,Tennessee Warbler,Aves,4,143.11,Call,1,,false,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 03:09:00,-110.046460,58.930590,180s 1SPT,Transcribed,Chris Chutter,WTSP,White-throated Sparrow,Aves,1,27.20,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 03:59:00,-110.046460,58.930590,300s 1SPT,Transcribed,Chris Chutter,WWCR,White-winged Crossbill,Aves,1,48.11,Call,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 03:59:00,-110.046460,58.930590,300s 1SPT,Transcribed,Chris Chutter,REVI,Red-eyed Vireo,Aves,2,68.54,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 03:59:00,-110.046460,58.930590,300s 1SPT,Transcribed,Chris Chutter,REVI,Red-eyed Vireo,Aves,1,9.84,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 03:59:00,-110.046460,58.930590,300s 1SPT,Transcribed,Chris Chutter,LIBA,Light Background Noise,Abiotic,1,0.59,Non-vocal,1,Leaves brushing left mic,false,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 03:59:00,-110.046460,58.930590,300s 1SPT,Transcribed,Chris Chutter,SWTH,Swainson's Thrush,Aves,1,1.35,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 03:59:00,-110.046460,58.930590,300s 1SPT,Transcribed,Chris Chutter,OCWA,Orange-crowned Warbler,Aves,1,6.08,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 03:59:00,-110.046460,58.930590,300s 1SPT,Transcribed,Chris Chutter,HETH,Hermit Thrush,Aves,2,52.65,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 03:59:00,-110.046460,58.930590,300s 1SPT,Transcribed,Chris Chutter,HETH,Hermit Thrush,Aves,1,7.04,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 03:59:00,-110.046460,58.930590,300s 1SPT,Transcribed,Chris Chutter,TEWA,Tennessee Warbler,Aves,3,13.48,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 03:59:00,-110.046460,58.930590,300s 1SPT,Transcribed,Chris Chutter,DEJU,Dark-eyed Junco,Aves,1,163.66,Song,10,,false,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 03:59:00,-110.046460,58.930590,300s 1SPT,Transcribed,Chris Chutter,WTSP,White-throated Sparrow,Aves,2,153.06,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 03:59:00,-110.046460,58.930590,300s 1SPT,Transcribed,Chris Chutter,WTSP,White-throated Sparrow,Aves,1,3.36,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 03:59:00,-110.046460,58.930590,300s 1SPT,Transcribed,Chris Chutter,OVEN,Ovenbird,Aves,1,194.63,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 03:59:00,-110.046460,58.930590,300s 1SPT,Transcribed,Chris Chutter,YBFL,Yellow-bellied Flycatcher,Aves,1,2.24,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 03:59:00,-110.046460,58.930590,300s 1SPT,Transcribed,Chris Chutter,CAJA,Canada Jay,Aves,1,46.56,Call,1,"",true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 03:59:00,-110.046460,58.930590,300s 1SPT,Transcribed,Chris Chutter,BAWW,Black-and-white Warbler,Aves,1,91.65,Song,1,"Hard to hear it over the other birds, but I believe it's there confidence:To Be Checked",true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 03:59:00,-110.046460,58.930590,300s 1SPT,Transcribed,Chris Chutter,TEWA,Tennessee Warbler,Aves,1,0.04,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 03:59:00,-110.046460,58.930590,300s 1SPT,Transcribed,Chris Chutter,TEWA,Tennessee Warbler,Aves,2,2.00,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 04:49:00,-110.046460,58.930590,180s 1SPT,Transcribed,Stan Shadick,UNWA,Unidentified Warbler,Aves,1,50.93,Song,1,3-parted YRWA? WiWA? confidence:To Be Checked,false,670
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 04:49:00,-110.046460,58.930590,180s 1SPT,Transcribed,Stan Shadick,SWTH,Swainson's Thrush,Aves,1,141.23,Song,1,,true,670
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 04:49:00,-110.046460,58.930590,180s 1SPT,Transcribed,Stan Shadick,HETH,Hermit Thrush,Aves,1,42.39,Song,1,,true,670
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 04:49:00,-110.046460,58.930590,180s 1SPT,Transcribed,Stan Shadick,DEJU,Dark-eyed Junco,Aves,1,175.30,Song,1,,false,670
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 04:49:00,-110.046460,58.930590,180s 1SPT,Transcribed,Stan Shadick,WTSP,White-throated Sparrow,Aves,1,168.08,Song,1,Down singer ending at 3.2 kHz.,true,670
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 04:49:00,-110.046460,58.930590,180s 1SPT,Transcribed,Stan Shadick,TEWA,Tennessee Warbler,Aves,2,26.79,Song,1,Fainter than TEWA1. Clearer at 75 seconds.,true,670
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 04:49:00,-110.046460,58.930590,180s 1SPT,Transcribed,Stan Shadick,TEWA,Tennessee Warbler,Aves,1,2.94,Song,1,,true,670
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 04:49:00,-110.046460,58.930590,180s 1SPT,Transcribed,Stan Shadick,UNPA,Unidentified Passerine,Aves,1,127.08,Song,1,Wren? confidence:To Be Checked,false,670
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 04:49:00,-110.046460,58.930590,180s 1SPT,Transcribed,Stan Shadick,MOBA,Moderate Background Noise,Abiotic,1,55.65,Non-vocal,1,insect,false,670
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 04:49:00,-110.046460,58.930590,180s 1SPT,Transcribed,Stan Shadick,CAJA,Canada Jay,Aves,1,109.96,Call,1,,true,670
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 04:49:00,-110.046460,58.930590,180s 1SPT,Transcribed,Stan Shadick,WWCR,White-winged Crossbill,Aves,1,61.25,Call,TMTT,,true,670
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 04:49:00,-110.046460,58.930590,180s 1SPT,Transcribed,Stan Shadick,REVI,Red-eyed Vireo,Aves,1,8.39,Song,1,,true,670
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 04:49:00,-110.046460,58.930590,180s 1SPT,Transcribed,Stan Shadick,PISI,Pine Siskin,Aves,1,25.64,Call,1,,true,670
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 04:49:00,-110.046460,58.930590,180s 1SPT,Transcribed,Stan Shadick,LIWI,Light wind,Abiotic,1,135.75,Non-vocal,1,,false,670
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 04:49:00,-110.046460,58.930590,180s 1SPT,Transcribed,Stan Shadick,YBFL,Yellow-bellied Flycatcher,Aves,1,6.40,Song,1,ID based upon isolated song.,true,670
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 05:39:00,-110.046460,58.930590,180s 1SPT,Transcribed,Chris Chutter,SWTH,Swainson's Thrush,Aves,2,134.11,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 05:39:00,-110.046460,58.930590,180s 1SPT,Transcribed,Chris Chutter,WTSP,White-throated Sparrow,Aves,2,65.05,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 05:39:00,-110.046460,58.930590,180s 1SPT,Transcribed,Chris Chutter,WTSP,White-throated Sparrow,Aves,1,10.58,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 05:39:00,-110.046460,58.930590,180s 1SPT,Transcribed,Chris Chutter,TEWA,Tennessee Warbler,Aves,3,5.16,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 05:39:00,-110.046460,58.930590,180s 1SPT,Transcribed,Chris Chutter,TEWA,Tennessee Warbler,Aves,2,3.85,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 05:39:00,-110.046460,58.930590,180s 1SPT,Transcribed,Chris Chutter,TEWA,Tennessee Warbler,Aves,1,1.71,Song,1,,false,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 05:39:00,-110.046460,58.930590,180s 1SPT,Transcribed,Chris Chutter,PBGR,Pied-billed Grebe,Aves,1,2.75,Call,1,,false,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 05:39:00,-110.046460,58.930590,180s 1SPT,Transcribed,Chris Chutter,REVI,Red-eyed Vireo,Aves,2,6.04,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 05:39:00,-110.046460,58.930590,180s 1SPT,Transcribed,Chris Chutter,REVI,Red-eyed Vireo,Aves,1,0.93,Song,1,,false,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 05:39:00,-110.046460,58.930590,180s 1SPT,Transcribed,Chris Chutter,YBFL,Yellow-bellied Flycatcher,Aves,1,114.23,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 05:39:00,-110.046460,58.930590,180s 1SPT,Transcribed,Chris Chutter,LIBA,Light Background Noise,Abiotic,1,9.01,Non-vocal,1,Flies,false,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 05:39:00,-110.046460,58.930590,180s 1SPT,Transcribed,Chris Chutter,SWTH,Swainson's Thrush,Aves,1,1.39,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 05:39:00,-110.046460,58.930590,180s 1SPT,Transcribed,Chris Chutter,HETH,Hermit Thrush,Aves,1,129.08,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 05:39:00,-110.046460,58.930590,180s 1SPT,Transcribed,Chris Chutter,RCKI,Ruby-crowned Kinglet,Aves,1,107.79,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 05:39:00,-110.046460,58.930590,180s 1SPT,Transcribed,Chris Chutter,OCWA,Orange-crowned Warbler,Aves,1,0.19,Song,1,,true,920
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 06:29:00,-110.046460,58.930590,180s 1SPT,Transcribed,Stéphane Menu,WISN,Wilson's Snipe,Aves,1,128.10,Song,1,,true,1205
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 06:29:00,-110.046460,58.930590,180s 1SPT,Transcribed,Stéphane Menu,REVI,Red-eyed Vireo,Aves,1,0.19,Song,1,,true,1205
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 06:29:00,-110.046460,58.930590,180s 1SPT,Transcribed,Stéphane Menu,UNKN,Unidentified signal,Unknown,1,39.00,Call,1,,false,1205
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 06:29:00,-110.046460,58.930590,180s 1SPT,Transcribed,Stéphane Menu,UNKN,Unidentified signal,Unknown,2,116.65,Call,1,waterfowl?,false,1205
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 06:29:00,-110.046460,58.930590,180s 1SPT,Transcribed,Stéphane Menu,PBGR,Pied-billed Grebe,Aves,1,165.51,Song,1,,true,1205
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 06:29:00,-110.046460,58.930590,180s 1SPT,Transcribed,Stéphane Menu,ALFL,Alder Flycatcher,Aves,1,13.39,Song,1,,true,1205
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 06:29:00,-110.046460,58.930590,180s 1SPT,Transcribed,Stéphane Menu,TEWA,Tennessee Warbler,Aves,1,0.01,Song,1,,false,1205
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 06:29:00,-110.046460,58.930590,180s 1SPT,Transcribed,Stéphane Menu,TEWA,Tennessee Warbler,Aves,2,1.11,Song,1,,true,1205
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 06:29:00,-110.046460,58.930590,180s 1SPT,Transcribed,Stéphane Menu,TEWA,Tennessee Warbler,Aves,3,3.08,Song,1,,false,1205
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 06:29:00,-110.046460,58.930590,180s 1SPT,Transcribed,Stéphane Menu,WTSP,White-throated Sparrow,Aves,1,19.59,Song,1,,true,1205
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 06:29:00,-110.046460,58.930590,180s 1SPT,Transcribed,Stéphane Menu,WTSP,White-throated Sparrow,Aves,2,72.73,Song,1,,true,1205
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 06:29:00,-110.046460,58.930590,180s 1SPT,Transcribed,Stéphane Menu,HETH,Hermit Thrush,Aves,1,2.03,Song,1,,true,1205
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 06:29:00,-110.046460,58.930590,180s 1SPT,Transcribed,Stéphane Menu,HETH,Hermit Thrush,Aves,2,40.98,Song,1,,true,1205
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 06:29:00,-110.046460,58.930590,180s 1SPT,Transcribed,Stéphane Menu,RCKI,Ruby-crowned Kinglet,Aves,1,158.58,Song,1,,true,1205
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 06:29:00,-110.046460,58.930590,180s 1SPT,Transcribed,Stéphane Menu,SWTH,Swainson's Thrush,Aves,1,89.06,Song,1,,true,1205
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 06:29:00,-110.046460,58.930590,180s 1SPT,Transcribed,Stéphane Menu,LISP,Lincoln's Sparrow,Aves,1,168.56,Song,1,,true,1205
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 06:29:00,-110.046460,58.930590,180s 1SPT,Transcribed,Stéphane Menu,YBFL,Yellow-bellied Flycatcher,Aves,1,58.56,Call,1,"",true,1205
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 06:29:00,-110.046460,58.930590,180s 1SPT,Transcribed,Stéphane Menu,OVEN,Ovenbird,Aves,1,152.86,Song,1,,true,1205
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 06:29:00,-110.046460,58.930590,180s 1SPT,Transcribed,Stéphane Menu,MAWA,Magnolia Warbler,Aves,1,0.96,Song,1,"",true,1205
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 07:19:00,-110.046460,58.930590,180s 1SPT,Transcribed,Stan Shadick,LIBA,Light Background Noise,Abiotic,1,15.01,Non-vocal,1,insect,false,670
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 07:19:00,-110.046460,58.930590,180s 1SPT,Transcribed,Stan Shadick,TEWA,Tennessee Warbler,Aves,1,0.06,Song,1,,true,670
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 07:19:00,-110.046460,58.930590,180s 1SPT,Transcribed,Stan Shadick,TEWA,Tennessee Warbler,Aves,2,10.95,Song,1,Fainter than TEWA1 with different pattern.,true,670
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 07:19:00,-110.046460,58.930590,180s 1SPT,Transcribed,Stan Shadick,TEWA,Tennessee Warbler,Aves,3,25.68,Song,1,Frequency ranges higher than TEWA2.,true,670
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 07:19:00,-110.046460,58.930590,180s 1SPT,Transcribed,Stan Shadick,WTSP,White-throated Sparrow,Aves,1,127.44,Song,1,Up singer ending at 4.0 kHz,true,670
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 07:19:00,-110.046460,58.930590,180s 1SPT,Transcribed,Stan Shadick,UNWO,Unidentified Woodpecker,Aves,1,74.64,Non-vocal,1,3 taps? confidence:To Be Checked,false,670
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 07:19:00,-110.046460,58.930590,180s 1SPT,Transcribed,Stan Shadick,UNWA,Unidentified Warbler,Aves,1,168.70,Song,1,YRWA? PAWA? confidence:To Be Checked,false,670
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 07:19:00,-110.046460,58.930590,180s 1SPT,Transcribed,Stan Shadick,REVI,Red-eyed Vireo,Aves,2,19.16,Song,1,Short gaps suggest a second individual is singing.,false,670
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 07:19:00,-110.046460,58.930590,180s 1SPT,Transcribed,Stan Shadick,REVI,Red-eyed Vireo,Aves,1,7.96,Song,2,,true,670
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 07:19:00,-110.046460,58.930590,180s 1SPT,Transcribed,Stan Shadick,AMCO,American Coot,Aves,1,115.45,Call,1,,true,670
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 07:19:00,-110.046460,58.930590,180s 1SPT,Transcribed,Stan Shadick,HETH,Hermit Thrush,Aves,1,4.10,Song,1,,true,670
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 07:19:00,-110.046460,58.930590,180s 1SPT,Transcribed,Stan Shadick,OCWA,Orange-crowned Warbler,Aves,1,26.30,Song,1,,true,670
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 07:19:00,-110.046460,58.930590,180s 1SPT,Transcribed,Stan Shadick,SWTH,Swainson's Thrush,Aves,1,15.39,Song,1,,true,670
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 07:19:00,-110.046460,58.930590,180s 1SPT,Transcribed,Stan Shadick,LISP,Lincoln's Sparrow,Aves,2,56.05,Song,1,Typical song,true,670
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 07:19:00,-110.046460,58.930590,180s 1SPT,Transcribed,Stan Shadick,LISP,Lincoln's Sparrow,Aves,1,25.39,Song,1,"Similar to songs 7, 8 and 11 on Dendroica. confidence:To Be Checked",true,670
CWS-PRA,Boreal Monitoring Strategy - Saskatchewan Breeding Bird Atlas collaboration 2021,AB-169275-05,2021-06-26 07:19:00,-110.046460,58.930590,180s 1SPT,Transcribed,Stan Shadick,MAWA,Magnolia Warbler,Aves,1,5.99,Song,1,Clearer at 36 seconds.,true,670
